GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APLBE001,APLBE002,APLBE003,APLBE004,APLBE005,APLBE006,APYUE001,APYUE002,APYUE003,APYUE004,APYUE005,APYUE006,APYUE007,APYUE008,APYUE009,APYUE010,APYUE011,APYUE012,APYUE013,APYUE014,APYUE015,APYUE016,APYUE017,APYUE018,APYUE019,APYUE020,APYUE021,APYUE022,APYUE023,APYUE024,APYUE025,APYUE026,APYUE027,APYUE028,APYUE029,APYUE030,APYUE031,APYUE032,APYUE033,APYUE034,APYUE035,APYUE036,APYUE037,APYUE038,APYUE039,APYUE040,APYUE041,APYUE042,APYUE043,APYUE044,APYUE045,APYUE046,APYUE047,APYUE048,APYUE049,APYUE050,APYUE051,APYUE052,APYUE053,APYUE054,APYUE055,APYUE056,APYUE057,APYUE058,APYUE059,AP38E001,NAME_M,APLBM001,APLBM002,APLBM003,APLBM004,APLBM005,APLBM006,APYUM001,APYUM002,APYUM003,APYUM004,APYUM005,APYUM006,APYUM007,APYUM008,APYUM009,APYUM010,APYUM011,APYUM012,APYUM013,APYUM014,APYUM015,APYUM016,APYUM017,APYUM018,APYUM019,APYUM020,APYUM021,APYUM022,APYUM023,APYUM024,APYUM025,APYUM026,APYUM027,APYUM028,APYUM029,APYUM030,APYUM031,APYUM032,APYUM033,APYUM034,APYUM035,APYUM036,APYUM037,APYUM038,APYUM039,APYUM040,APYUM041,APYUM042,APYUM043,APYUM044,APYUM045,APYUM046,APYUM047,APYUM048,APYUM049,APYUM050,APYUM051,APYUM052,APYUM053,APYUM054,APYUM055,APYUM056,APYUM057,APYUM058,APYUM059,AP38M001
"G4500030","2022","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"0500000US45003","45003","Aiken County, South Carolina",174150,166955,161,2181,2538,2315,171947,31199,13620,1647,235,1545,1325,0,204,502,1735,960,1626,2083,1180,578,17579,1416,489,1496,747,0,763,475,2343,2322,1645,2140,2086,1657,140748,69757,2848,249,3927,3508,1597,1703,4820,10092,8132,9251,9360,8392,5878,70991,2935,587,4818,1878,559,1711,4879,9704,7810,8965,10633,9674,6838,0.4622,"Aiken County, South Carolina",,1773,204,1266,971,886,157,5449,2711,384,209,892,853,222,200,388,881,812,1003,959,535,314,3420,665,389,683,411,222,719,265,1029,1012,986,839,935,790,5439,3095,377,215,1029,834,864,534,677,1102,796,1466,929,544,391,3365,575,610,1004,607,405,695,829,1352,1111,1068,932,675,715,0.0250
"G4500070","2022","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"0500000US45007","45007","Anderson County, South Carolina",209581,201008,167,838,4433,3135,206203,33055,14205,1891,717,1081,1380,220,820,1532,612,1653,1694,1275,993,337,18850,1741,180,1112,1127,398,557,1899,2848,1667,1844,2297,1363,1817,173148,85133,3670,1011,6173,3534,841,2552,7040,11197,10670,11371,11910,9984,5180,88015,3695,1144,6284,2974,1443,2012,5902,10878,11258,11781,12087,10812,7745,0.5022,"Anderson County, South Carolina",,1863,215,529,975,1331,220,5108,2813,822,600,770,811,281,626,1240,401,759,745,630,445,212,2904,701,245,988,546,420,509,978,898,710,739,914,441,807,5101,2689,964,610,1257,969,446,525,1304,1072,1231,1015,701,628,360,3138,822,616,1078,790,618,822,900,1094,1177,1076,941,480,571,0.0390
"G4500130","2022","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"0500000US45013","45013","Beaufort County, South Carolina",196371,179231,562,2629,7405,6544,187649,18483,8109,829,0,1625,827,226,264,502,503,1473,293,597,549,421,10374,518,458,1322,805,123,447,575,1067,1390,486,1121,1028,1034,169166,80974,3060,420,3945,2815,690,1647,6623,7880,7868,9196,12334,13248,11248,88192,4490,734,3599,2002,1101,1532,6175,7860,9099,8995,14588,16501,11516,0.4819,"Beaufort County, South Carolina",,2162,456,908,2229,1607,499,4317,2568,702,222,976,633,271,406,607,485,1050,161,459,327,309,2294,484,545,698,533,198,451,554,585,956,433,569,477,619,4442,2117,780,358,1042,985,507,336,1006,1012,951,900,876,782,402,3267,1304,596,1045,909,526,669,1053,1472,1199,1076,817,731,635,0.0262
"G4500150","2022","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"0500000US45015","45015","Berkeley County, South Carolina",245117,228617,1523,3304,6232,5441,237761,18480,7778,369,191,779,402,0,564,502,580,648,753,1572,959,459,10702,753,395,794,289,214,142,997,921,1143,1494,1485,1380,695,219281,107992,6642,898,9047,3957,1592,2781,11050,13720,16714,13633,13007,9752,5199,111289,6053,830,7099,6177,1130,3362,8955,15961,15948,13614,14102,10877,7181,0.4131,"Berkeley County, South Carolina",,2093,808,985,1588,1498,1716,4000,2119,372,318,600,378,222,380,435,450,340,497,944,512,325,2286,560,388,536,307,296,156,637,580,548,988,640,518,374,4369,2732,802,450,1492,1375,775,805,1490,1108,578,660,781,685,544,2617,695,509,1577,1493,585,581,848,957,676,1110,965,585,487,0.0279
"G4500190","2022","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"0500000US45019","45019","Charleston County, South Carolina",419279,388889,1010,5555,11446,12379,410059,46093,19089,1883,0,1737,1177,519,148,2191,2807,2326,1240,2789,1250,1022,27004,856,351,1196,1688,96,748,5652,3633,3767,1938,3346,1720,2013,363966,179638,9907,1980,10851,6751,1702,4138,13546,27471,28129,21923,22270,19802,11168,184328,9923,1520,11404,5243,2051,3579,9435,28978,27140,22174,25184,22803,14894,0.5011,"Charleston County, South Carolina",,3700,610,1801,1748,3098,551,5860,3390,950,222,1042,871,598,103,926,1051,987,601,977,533,454,3794,788,323,932,941,158,643,1582,1448,1337,858,1094,838,666,5949,3872,1146,836,2065,1743,517,718,1041,1308,1231,984,994,592,446,3752,1301,668,1360,1250,812,748,1557,1451,1414,1084,1165,852,755,0.0160
"G4500350","2022","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"0500000US45035","45035","Dorchester County, South Carolina",166133,157838,1033,1523,3659,2080,162878,18414,8063,882,186,490,938,440,147,512,462,1306,779,1167,391,363,10351,568,103,1768,512,103,304,498,1355,1052,1361,1408,985,334,144464,72483,4535,744,6164,2738,1513,2290,7254,9766,9918,8227,8608,7255,3471,71981,3332,452,5151,2600,504,1606,5942,10153,10938,9319,9332,7624,5028,0.4425,"Dorchester County, South Carolina",,1228,778,759,894,682,980,4323,2322,688,187,372,816,514,234,605,371,842,482,647,283,272,2580,484,169,876,478,188,393,439,769,733,571,691,660,211,4476,2657,1183,525,1207,951,661,727,820,1050,1047,605,660,402,253,2738,809,311,1001,885,317,592,461,1252,1223,773,658,671,320,0.0443
"G4500410","2022","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"0500000US45041","45041","Florence County, South Carolina",136721,132076,771,556,945,2373,133962,28364,13032,2667,328,942,513,67,730,1298,1200,1683,1027,876,1092,609,15332,2119,89,1289,818,17,238,2157,2382,796,1297,1483,1527,1120,105598,50671,2094,1471,3034,2655,867,1331,4178,5924,6873,6416,7006,5646,3176,54927,1481,416,4739,1471,961,1547,3561,6735,8083,7486,7676,6404,4367,0.5010,"Florence County, South Carolina",,1576,664,449,357,1462,117,4215,2488,882,499,730,488,104,459,789,689,869,455,466,458,348,2379,1013,127,684,556,30,219,785,832,494,746,538,701,496,4198,2286,586,669,817,710,652,626,814,954,906,476,539,490,338,2425,589,456,1215,779,422,393,770,929,591,822,583,704,544,0.0337
"G4500450","2022","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"0500000US45045","45045","Greenville County, South Carolina",547950,497796,3410,3922,22222,20600,535223,51473,22165,2385,803,1536,1666,1092,399,2263,2495,2074,1862,2188,2313,1089,29308,1305,201,2424,1568,307,1239,2517,3872,3813,3087,3575,3213,2187,483750,238531,14585,3657,15935,11075,3131,7169,18177,34445,33235,30629,29753,22702,14038,245219,13590,2584,17660,9174,2591,5736,18034,35267,32484,30996,31418,26695,18990,0.4551,"Greenville County, South Carolina",,4015,1561,1148,3275,3385,1705,7544,3710,1199,588,725,1144,634,311,1046,1073,879,841,704,844,497,4693,785,153,1122,788,312,692,897,1747,1561,1033,897,937,692,7811,3887,1221,1101,1910,2147,1081,1039,1195,1100,1094,1053,751,908,569,4946,1072,914,1909,1743,789,1128,1045,1793,1665,1239,975,1074,792,0.0194
"G4500470","2022","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"0500000US45047","45047","Greenwood County, South Carolina",69267,67667,0,214,676,710,65589,13134,5951,277,60,1110,506,0,26,769,1050,273,560,279,781,260,7183,1048,374,351,324,68,148,1331,681,1165,111,1089,400,93,52455,24713,792,870,2135,479,337,498,1778,2841,2956,3416,3180,2876,2555,27742,900,457,2516,827,309,607,1294,3745,2816,3702,3583,3931,3055,0.4831,"Greenwood County, South Carolina",,875,222,198,587,606,464,3248,1724,310,99,943,414,222,46,694,930,214,520,245,602,321,2458,935,348,350,283,111,137,650,594,808,128,570,379,98,3199,1852,544,674,830,416,215,292,816,630,501,531,452,320,553,2130,605,389,697,434,215,443,547,1072,572,750,572,406,457,0.0345
"G4500510","2022","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"0500000US45051","45051","Horry County, South Carolina",383101,352519,1256,3019,13683,12624,375151,47085,21643,1565,94,1828,1260,531,1138,2266,2620,1896,3128,2503,1787,1027,25442,1663,643,2565,1256,409,530,2378,2915,2562,2192,3316,3337,1676,328066,158420,5259,1488,7633,5378,1240,2943,10827,18005,17369,17525,26147,28672,15934,169646,6669,1207,7510,4802,1699,2946,9889,17868,18374,20905,29517,31425,16835,0.4633,"Horry County, South Carolina",,4172,758,1104,2767,3098,1325,6519,3565,905,171,1431,804,598,856,1072,1114,956,1258,972,852,440,4201,956,748,964,706,573,490,1280,1466,1033,1017,993,903,674,6629,3658,1281,929,1604,1471,655,905,1102,1301,1127,1421,994,1105,772,4542,1498,677,1442,1400,820,959,1750,1790,1000,1130,1025,1098,813,0.0217
"G4500550","2022","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"0500000US45055","45055","Kershaw County, South Carolina",67751,64859,0,1469,584,839,67005,7719,2408,0,0,341,394,0,289,0,21,617,60,322,260,104,5311,128,48,427,0,195,221,917,206,1250,285,836,327,471,59286,30002,1740,261,1775,1657,714,776,2843,3605,3827,3595,4015,3276,1918,29284,1243,350,1946,1211,473,519,1798,3265,2950,5368,3949,3543,2669,0.4536,"Kershaw County, South Carolina",,1098,222,776,304,859,589,1743,895,222,222,281,356,222,265,222,39,461,10,263,234,109,1201,220,90,354,222,227,247,644,223,619,283,525,283,328,1874,1497,777,316,531,526,506,502,726,617,477,385,307,490,400,1514,723,367,586,526,334,284,499,574,464,836,559,554,591,0.0618
"G4500570","2022","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"0500000US45057","45057","Lancaster County, South Carolina",104577,94827,0,942,4410,4398,102805,10462,4222,405,0,187,112,0,173,22,277,1192,227,1136,303,188,6240,385,450,435,55,0,0,576,1833,132,372,1144,547,311,92343,44404,2000,628,2008,3280,351,1112,3657,5396,5327,6283,4903,5454,4005,47939,2526,1145,2703,1950,867,1447,2369,4884,7075,5727,5434,6905,4907,0.4523,"Lancaster County, South Carolina",,1825,222,651,1342,1783,278,2574,1396,333,222,222,154,222,160,46,276,1201,206,665,309,201,1633,381,418,429,99,222,222,386,859,130,428,658,315,224,2627,1516,498,454,741,1482,301,315,541,896,551,936,671,416,353,1971,470,669,694,762,532,725,833,841,810,795,699,481,511,0.0336
"G4500590","2022","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"0500000US45059","45059","Laurens County, South Carolina",67965,64504,1051,74,712,1624,65999,11984,4699,598,376,690,143,0,57,274,386,404,738,523,465,45,7285,749,427,806,65,223,31,515,1346,1146,382,843,458,294,54015,27983,1128,115,2080,649,548,555,2368,4197,3460,3477,3937,3650,1819,26032,927,400,1322,761,366,650,1967,2191,3054,4120,4028,3853,2393,0.4509,"Laurens County, South Carolina",,906,721,106,396,923,229,2402,1406,491,328,360,170,222,90,317,375,298,412,341,319,73,1431,576,400,464,88,170,53,359,652,461,350,387,333,235,2419,1602,408,100,890,236,362,296,456,1138,633,537,340,439,223,1516,466,191,481,498,201,336,375,573,552,456,387,504,404,0.0372
"G4500630","2022","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"0500000US45063","45063","Lexington County, South Carolina",304797,283809,1589,2957,6841,9601,302359,33141,13283,1484,243,1806,888,68,31,1707,1254,1398,1165,1818,682,739,19858,767,595,3069,1177,464,322,1363,3562,2042,1428,1964,1440,1665,269218,133940,6889,1761,9778,5552,1679,4198,10349,17896,19188,17709,17593,13978,7370,135278,7360,1452,9151,5371,1114,3036,10440,16306,18984,18120,18213,15391,10340,0.4268,"Lexington County, South Carolina",,2045,786,921,1455,1635,337,5219,2257,622,253,762,590,91,51,853,511,891,678,611,468,341,3561,495,554,1249,788,247,291,1137,1081,773,523,641,516,438,5201,2408,662,665,1176,1135,567,488,873,466,1073,766,664,565,602,3392,541,543,1365,913,400,414,1190,1144,860,653,664,535,456,0.0194
"G4500730","2022","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"0500000US45073","45073","Oconee County, South Carolina",80180,75737,372,541,1533,1997,79599,16123,8799,619,81,1031,668,140,119,1584,396,788,2119,638,297,319,7324,378,0,394,274,0,237,1342,880,1109,961,864,507,378,63476,30866,1001,511,1519,1206,271,801,1268,3391,3401,3536,5402,5597,2962,32610,1040,257,2096,737,580,848,1279,2969,4186,3532,5649,5784,3653,0.5052,"Oconee County, South Carolina",,1448,527,487,953,1055,23,3370,2058,472,94,738,803,238,143,889,287,600,1045,403,291,255,1658,332,222,297,276,222,286,667,500,567,515,528,329,234,3372,1867,310,454,588,490,235,299,844,401,674,954,513,448,264,1911,289,234,606,431,648,398,501,446,693,515,568,351,300,0.0385
"G4500750","2022","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"0500000US45075","45075","Orangeburg County, South Carolina",83094,80880,34,207,478,1495,79740,19598,8543,716,154,788,1161,0,305,941,587,640,878,1211,851,311,11055,450,0,1032,381,112,308,1229,1833,1143,1067,1473,1133,894,60142,29400,1505,224,1890,967,86,1384,1862,4648,3381,3147,3955,3747,2604,30742,1686,241,1496,1698,221,933,2115,2945,3542,3702,4604,4404,3155,0.5020,"Orangeburg County, South Carolina",,749,49,371,280,578,88,3313,1847,532,231,489,675,222,384,863,408,464,363,579,345,188,2043,341,222,674,270,147,221,744,749,621,450,480,417,352,3325,1937,577,270,705,434,171,773,590,1077,461,427,600,326,223,2201,437,180,596,751,272,608,772,803,655,456,489,423,396,0.0321
"G4500770","2022","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"0500000US45077","45077","Pickens County, South Carolina",133462,127640,62,541,1917,3302,124870,20386,10782,567,74,366,76,239,82,4931,1474,1007,642,506,415,403,9604,968,85,567,0,0,448,2261,1064,1013,837,1434,586,341,104484,52291,2737,307,4175,2330,832,971,4601,6778,5916,6368,7700,5897,3679,52193,1556,341,3929,1559,556,1219,5412,6310,5815,6784,7078,6311,5323,0.4396,"Pickens County, South Carolina",,1024,100,399,668,940,356,3053,1686,390,107,306,116,209,141,1162,656,546,418,351,252,283,2094,525,146,404,222,222,511,806,797,509,472,671,459,238,3045,1670,409,214,720,737,326,338,956,862,621,545,422,315,294,2324,551,217,589,447,324,549,1148,800,518,583,716,494,289,0.0221
"G4500790","2022","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"0500000US45079","45079","Richland County, South Carolina",421566,389892,971,8214,11208,11281,397922,64071,29576,2796,324,2095,1959,396,969,9207,2725,2117,2440,2855,1125,568,34495,2113,295,2678,1309,746,999,8389,4555,3831,2710,3242,2571,1057,333851,159266,8627,865,12759,7399,2075,4376,16118,24709,21373,19169,18789,14715,8292,174585,9151,1523,12310,6397,2387,4047,15324,25678,23687,22385,21614,18054,12028,0.4822,"Richland County, South Carolina",,3122,643,1580,2076,2527,957,7777,4328,867,379,983,844,309,647,1949,1022,901,1079,1122,509,289,4425,1016,313,962,661,615,643,1898,1425,1140,983,993,886,494,7777,4295,1072,478,1739,1853,1005,904,2095,1215,1133,1364,1320,639,478,4739,1175,790,1537,1304,977,1033,2000,1736,1167,1273,1155,898,710,0.0229
"G4500830","2022","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"0500000US45083","45083","Spartanburg County, South Carolina",345831,314391,322,2496,13376,15246,337193,49977,21360,1798,210,2293,1317,823,1037,1396,1664,3309,2035,2826,1971,681,28617,1591,1540,4435,510,594,767,3201,2870,3211,2013,3030,2901,1954,287216,142453,8141,2503,10715,5006,1600,3712,13642,21222,18020,17885,17901,13614,8492,144763,8428,1192,9223,4982,2352,3042,10743,21781,19151,18761,18424,15223,11461,0.4651,"Spartanburg County, South Carolina",,4157,217,1201,2731,3341,1280,6433,3541,1004,198,908,662,510,610,656,821,1053,872,961,605,362,3688,811,881,1333,428,587,417,974,953,948,770,889,775,646,6122,3324,950,1287,1912,1265,631,897,765,918,1284,676,1048,742,422,3530,825,581,1431,1087,813,704,1008,957,988,958,1141,871,730,0.0214
"G4500850","2022","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"0500000US45085","45085","Sumter County, South Carolina",104012,99946,398,1405,1212,1051,100958,10820,4483,374,66,643,0,50,214,175,390,366,621,376,757,451,6337,65,46,274,56,227,0,635,852,443,1159,1193,527,860,90138,44108,2918,1108,2609,1938,661,1737,4566,6863,5996,3862,5421,4134,2295,46030,2746,1290,3313,1722,727,970,4061,5905,6621,4119,5774,5058,3724,0.4206,"Sumter County, South Carolina",,1074,344,637,573,716,270,2879,1503,424,119,628,222,97,352,290,336,317,394,336,542,234,1764,110,78,330,106,277,222,560,535,328,649,684,327,433,2919,1967,762,774,672,701,457,882,615,660,699,713,391,599,232,1963,786,682,835,835,575,317,584,572,656,845,610,380,429,0.0226
"G4500910","2022","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"0500000US45091","45091","York County, South Carolina",294248,270213,1122,4143,10688,8082,290148,22536,8781,993,164,920,498,69,394,414,858,791,1305,1481,490,404,13755,464,453,2295,132,264,204,1125,1564,1481,2055,803,1391,1524,267612,132406,6702,1461,11428,6094,2852,2720,9995,16016,21091,18424,15743,12581,7299,135206,7169,1476,9668,5806,2772,2943,10047,16415,21251,17607,17595,14261,8196,0.4350,"York County, South Carolina",,2648,618,1451,2054,2252,505,3928,1923,483,176,651,384,112,362,342,660,496,685,768,261,302,2819,404,501,1041,162,211,265,635,669,663,933,397,744,707,3981,1950,646,672,1206,1233,876,793,607,733,726,902,790,533,537,3026,625,803,1336,1233,797,737,833,889,1105,959,604,809,735,0.0199
"G4600830","2022","SD",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,"0500000US46083","46083","Lincoln County, South Dakota",70987,68961,0,238,1058,730,70045,6896,3038,805,81,291,111,0,230,264,443,41,67,434,195,76,3858,372,0,1207,103,0,0,568,602,180,351,92,105,278,63149,31957,1934,451,2371,1947,383,1026,2454,4489,5162,3840,3114,3052,1734,31192,1752,157,2540,1231,707,724,2193,3797,5244,3537,3895,3629,1786,0.4064,"Lincoln County, South Dakota",,896,172,236,696,553,793,2800,1425,646,140,429,188,172,265,322,414,75,126,398,207,118,1659,358,172,1088,114,172,172,363,424,285,296,152,129,207,2581,1794,763,512,677,648,240,341,379,694,251,148,441,344,224,1395,109,151,717,626,415,422,265,437,352,301,422,605,207,0.0338
"G4600990","2022","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"0500000US46099","46099","Minnehaha County, South Dakota",203971,188068,0,1234,8989,5680,199911,16504,7475,971,242,794,100,158,291,466,984,751,566,1240,598,314,9029,833,153,748,345,0,524,1203,1451,820,432,968,868,684,183407,94380,6212,892,8074,5013,863,2835,7707,13864,14543,11870,10844,8451,3212,89027,5660,1552,8108,2893,701,2562,6528,12013,13831,10846,11087,8328,4918,0.4284,"Minnehaha County, South Dakota",,2640,172,718,2719,2130,476,3317,1654,462,232,462,127,166,339,343,603,296,448,625,377,213,2360,376,165,492,356,172,398,962,891,368,268,454,424,366,3257,2037,786,403,1335,1533,463,522,703,1068,1026,1019,650,515,230,2657,683,544,1093,728,470,714,981,1071,1274,935,643,464,529,0.0227
"G4601030","2022","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"0500000US46103","46103","Pennington County, South Dakota",114461,110122,81,1172,1917,1169,110421,16401,7007,261,127,741,400,0,432,1218,660,614,1072,501,737,244,9394,596,0,1015,777,196,554,673,567,1098,1303,852,891,872,94020,48768,2932,323,2563,2268,1065,889,2702,7461,5903,5447,7655,6571,2989,45252,2415,703,2644,1908,235,1467,3293,5955,4962,5227,6855,6246,3342,0.4680,"Pennington County, South Dakota",,1375,134,734,947,671,583,3565,1742,361,234,597,480,172,320,737,593,360,504,292,406,223,2352,316,172,591,555,148,476,435,431,524,705,432,428,324,3633,2131,797,349,676,764,320,414,850,694,615,614,307,422,260,2014,568,471,721,977,204,383,562,686,475,639,516,521,416,0.0397
"G4700010","2022","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"0500000US47001","47001","Anderson County, Tennessee",78913,75706,53,508,1999,647,77869,9767,4545,188,0,431,241,105,0,782,490,525,1002,454,273,54,5222,0,0,325,210,56,191,818,533,583,689,651,797,369,68102,34135,2045,398,2450,1067,576,1007,2464,4704,3963,3813,4961,3906,2781,33967,1758,43,2716,1270,330,993,2417,4146,3734,4496,5080,3903,3081,0.4332,"Anderson County, Tennessee",,933,89,327,831,406,247,2430,1361,227,225,342,241,178,225,494,329,464,395,285,216,94,1419,225,225,369,243,90,188,748,462,466,378,307,431,270,2471,1539,479,389,656,423,395,359,423,550,500,482,454,209,304,1543,192,85,682,679,296,338,521,503,382,413,398,445,281,0.0239
"G4700090","2022","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"0500000US47009","47009","Blount County, Tennessee",139958,134441,514,841,1293,2869,137839,12574,5171,594,110,289,104,0,97,368,497,909,188,1193,520,302,7403,528,194,334,110,116,53,206,1476,534,245,1031,1503,1073,125265,62766,3093,211,4620,2752,859,1841,4458,8151,7145,8791,8640,7351,4854,62499,2723,832,3740,1504,800,1512,4401,7251,7755,8723,9528,8356,5374,0.4487,"Blount County, Tennessee",,1202,531,513,668,998,576,2649,1426,448,186,163,166,225,155,388,282,508,188,667,330,213,1660,354,295,350,97,99,96,245,652,353,201,463,649,443,2623,1602,659,211,1186,779,455,665,460,605,763,844,655,425,250,1704,609,418,669,491,436,470,487,1062,754,475,555,769,478,0.0327
"G4700110","2022","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"0500000US47011","47011","Bradley County, Tennessee",110616,103842,1634,215,2176,2749,107718,13990,5623,282,0,873,184,238,49,220,1554,532,878,252,368,193,8367,720,146,222,519,344,642,1022,1009,879,1057,778,591,438,93728,46657,2585,375,4039,1371,320,1709,4101,5599,5687,6430,6774,4720,2947,47071,2140,347,4718,705,98,713,3700,6163,5531,6455,6813,5525,4163,0.4365,"Bradley County, Tennessee",,1460,1181,232,746,770,388,3471,1506,244,225,537,184,345,55,243,742,355,592,257,236,138,2271,558,213,232,495,380,499,607,429,530,691,498,297,258,3562,1814,545,258,893,721,266,551,504,697,522,616,478,245,142,2292,574,333,753,405,185,448,846,538,795,783,581,410,319,0.0334
"G4700370","2022","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"0500000US47037","47037","Davidson County, Tennessee",708144,609234,925,8467,31533,57985,687236,96175,39884,4738,505,3940,3274,295,2024,5275,5122,2637,3923,3851,3214,1086,56291,4029,2233,5749,1542,789,1403,8138,11557,5991,4242,5163,3274,2181,591061,293880,17039,2887,17640,8750,3325,5010,22844,64262,48864,34719,32744,23235,12561,297181,17748,2158,16613,7688,4103,4436,19110,62342,44770,35357,35702,28229,18925,0.4940,"Davidson County, Tennessee",,9841,570,1956,4935,9330,1581,9839,5208,1861,462,1568,1360,280,1039,1755,1563,1068,1452,1086,952,569,6521,1643,1313,1883,820,579,811,1793,2195,1478,1422,1328,1036,721,9918,5593,2172,980,2287,1517,1064,948,1965,1671,1103,1468,1206,1142,645,6213,1591,972,1948,1649,1297,1313,1923,2207,1831,1330,1366,1260,762,0.0144
